#     	A                   	B                   	A+B                 
----------------------------------------------------------------------
1     	' '                 	't'                 	' t'                
3783  	'pl'                	'ay'                	'play'              
3784  	' hold'             	's'                 	' holds'            
3785  	' al'               	'ready'             	' already'          
3786  	' av'               	'ailable'           	' available'        
3787  	' set'              	't'                 	' sett'             
3788  	' bat'              	'he'                	' bathe'            
3789  	' torn'             	'ado'               	' tornado'          
3790  	'im'                	'ney'               	'imney'             
3791  	' fing'             	'ers'               	' fingers'          
3792  	'ht'                	'ray'               	'htray'             
3793  	' ha'               	'nger'              	' hanger'           
3794  	' new'              	'sp'                	' newsp'            
3795  	' s'                	'ize'               	' size'             
3796  	' la'               	'und'               	' laund'            
3797  	' l'                	'end'               	' lend'             
3798  	' ch'               	'imney'             	' chimney'          
3799  	' laund'            	'ry'                	' laundry'          
3800  	' o'                	'ak'                	' oak'              
3801  	' fis'              	'her'               	' fisher'           
3802  	' k'                	'angaroo'           	' kangaroo'         
3803  	' m'                	'en'                	' men'              
3804  	' Every'            	'where'             	' Everywhere'       
3805  	' tell'             	'ing'               	' telling'          
3806  	'E'                 	'm'                 	'Em'                
3807  	' no'               	'vel'               	' novel'            
3808  	'bo'                	'dy'                	'body'              
3809  	' m'                	'ummy'              	' mummy'            
3810  	' p'                	'al'                	' pal'              
3811  	' mu'               	'le'                	' mule'             
3812  	' cher'             	'ries'              	' cherries'         
3813  	' not'              	'ice'               	' notice'           
3814  	' pract'            	'ice'               	' practice'         
3815  	' spill'            	'ed'                	' spilled'          
3816  	' re'               	'ind'               	' reind'            
3817  	' complet'          	'e'                 	' complete'         
3818  	' enjoy'            	'ing'               	' enjoying'         
3819  	' mic'              	'roscope'           	' microscope'       
3820  	'ar'                	'ian'               	'arian'             
3821  	'amp'               	'oo'                	'ampoo'             
3822  	' g'                	'ain'               	' gain'             
3823  	' su'               	'b'                 	' sub'              
3824  	' fire'             	'place'             	' fireplace'        
3825  	' imag'             	'ine'               	' imagine'          
3826  	'and'               	'a'                 	'anda'              
3827  	' dis'              	'play'              	' display'          
3828  	'oc'                	'er'                	'ocer'              
3829  	' Z'                	'ip'                	' Zip'              
3830  	' fast'             	'est'               	' fastest'          
3831  	' magaz'            	'ine'               	' magazine'         
3832  	' hur'              	'ry'                	' hurry'            
3833  	' cabin'            	'et'                	' cabinet'          
3834  	' shr'              	'ink'               	' shrink'           
3835  	' as'               	'htray'             	' ashtray'          
3836  	'W'                 	'ait'               	'Wait'              
3837  	' cow'              	's'                 	' cows'             
3838  	' Sp'               	'ike'               	' Spike'            
3839  	'Jo'                	'e'                 	'Joe'               
3840  	'g'                 	'en'                	'gen'               
3841  	' pal'              	'ace'               	' palace'           
3842  	' impro'            	've'                	' improve'          
3843  	'ac'                	'hes'               	'aches'             
3844  	' r'                	'ake'               	' rake'             
3845  	' reind'            	'eer'               	' reindeer'         
3846  	' fall'             	'ing'               	' falling'          
3847  	'ocer'              	'os'                	'oceros'            
3848  	' sk'               	'irt'               	' skirt'            
3849  	'ur'                	'ed'                	'ured'              
3850  	' discover'         	'ed'                	' discovered'       
3851  	' star'             	'ed'                	' stared'           
3852  	' ro'               	'ared'              	' roared'           
3853  	'a'                 	'id'                	'aid'               
3854  	' sil'              	'ver'               	' silver'           
3855  	' t'                	'ub'                	' tub'              
3856  	' tra'              	'il'                	' trail'            
3857  	'I'                 	's'                 	'Is'                
3858  	' min'              	'er'                	' miner'            
3859  	'c'                 	'ome'               	'come'              
3860  	' b'                	'ill'               	' bill'             
3861  	'ict'               	'ion'               	'iction'            
3862  	' f'                	'og'                	' fog'              
3863  	' a'                	'x'                 	' ax'               
3864  	'st'                	'airs'              	'stairs'            
3865  	'ile'               	't'                 	'ilet'              
3866  	' h'                	'ut'                	' hut'              
3867  	' happ'             	'ier'               	' happier'          
3868  	' tall'             	'er'                	' taller'           
3869  	'iction'            	'ary'               	'ictionary'         
3870  	' o'                	'ats'               	' oats'             
3871  	' fisher'           	'man'               	' fisherman'        
3872  	' ob'               	'ject'              	' object'           
3873  	' p'                	'or'                	' por'              
3874  	'v'                 	'ision'             	'vision'            
3875  	' valu'             	'able'              	' valuable'         
3876  	' sh'               	'ampoo'             	' shampoo'          
3877  	' ho'               	'les'               	' holes'            
3878  	' off'              	'ered'              	' offered'          
3879  	' boot'             	's'                 	' boots'            
3880  	' rhin'             	'oceros'            	' rhinoceros'       
3881  	' nam'              	'es'                	' names'            
3882  	' to'               	'ilet'              	' toilet'           
3883  	' climb'            	'ing'               	' climbing'         
3884  	' bl'               	'in'                	' blin'             
3885  	'v'                 	'ice'               	'vice'              
3886  	'O'                 	'w'                 	'Ow'                
3887  	' stret'            	'ched'              	' stretched'        
3888  	'ie'                	'st'                	'iest'              
3889  	' zipp'             	'er'                	' zipper'           
3890  	' listen'           	'ing'               	' listening'        
3891  	' s'                	'ym'                	' sym'              
3892  	' bath'             	'robe'              	' bathrobe'         
3893  	'ale'               	'nd'                	'alend'             
3894  	' jewel'            	'ry'                	' jewelry'          
3895  	' He'               	're'                	' Here'             
3896  	' joke'             	's'                 	' jokes'            
3897  	' tele'             	'vision'            	' television'       
3898  	' pro'              	'v'                 	' prov'             
3899  	' c'                	'alend'             	' calend'           
3900  	' stop'             	's'                 	' stops'            
3901  	' ax'               	'e'                 	' axe'              
3902  	' jump'             	's'                 	' jumps'            
3903  	' fu'               	'el'                	' fuel'             
3904  	'c'                 	'u'                 	'cu'                
3905  	' spark'            	'ly'                	' sparkly'          
3906  	' perf'             	'ume'               	' perfume'          
3907  	' S'                	'usie'              	' Susie'            
3908  	' bu'               	'ry'                	' bury'             
3909  	'bo'                	'l'                 	'bol'               
3910  	'M'                 	'ummy'              	'Mummy'             
3911  	'l'                 	'u'                 	'lu'                
3912  	' press'            	'ed'                	' pressed'          
3913  	' K'                	'im'                	' Kim'              
3914  	'ree'               	'k'                 	'reek'              
3915  	' re'               	'ce'                	' rece'             
3916  	'f'                 	'a'                 	'fa'                
3917  	' T'                	'oby'               	' Toby'             
3918  	' ne'               	'at'                	' neat'             
3919  	' c'                	'reek'              	' creek'            
3920  	' po'               	'pped'              	' popped'           
3921  	' op'               	'era'               	' opera'            
3922  	' calend'           	'ar'                	' calendar'         
3923  	' sn'               	'ap'                	' snap'             
3924  	' gasp'             	'ed'                	' gasped'           
3925  	' att'              	'ach'               	' attach'           
3926  	' sym'              	'bol'               	' symbol'           
3927  	' t'                	'una'               	' tuna'             
3928  	' M'                	'ar'                	' Mar'              
3929  	' p'                	'apers'             	' papers'           
3930  	'M'                 	'r'                 	'Mr'                
3931  	' un'               	'pack'              	' unpack'           
3932  	' res'              	'ist'               	' resist'           
3933  	' d'                	'ictionary'         	' dictionary'       
3934  	' sub'              	'way'               	' subway'           
3935  	' letter'           	's'                 	' letters'          
3936  	' freez'            	'er'                	' freezer'          
3937  	' cho'              	'se'                	' chose'            
3938  	' pin'              	'ch'                	' pinch'            
3939  	'z'                 	'ag'                	'zag'               
3940  	' spo'              	'ke'                	' spoke'            
3941  	' any'              	'way'               	' anyway'           
3942  	' su'               	'per'               	' super'            
3943  	' por'              	'ch'                	' porch'            
3944  	' help'             	'er'                	' helper'           
3945  	'af'                	'fe'                	'affe'              
3946  	' bike'             	's'                 	' bikes'            
3947  	' li'               	'e'                 	' lie'              
3948  	'ar'                	'ry'                	'arry'              
3949  	'ic'                	'hes'               	'iches'             
3950  	' tight'            	'ly'                	' tightly'          
3951  	' com'              	'fort'              	' comfort'          
3952  	' sh'               	'aking'             	' shaking'          
3953  	' book'             	'case'              	' bookcase'         
3954  	' s'                	'on'                	' son'              
3955  	' r'                	'azor'              	' razor'            
3956  	'aur'               	'ant'               	'aurant'            
3957  	' sandw'            	'iches'             	' sandwiches'       
3958  	' A'                	're'                	' Are'              
3959  	'ig'                	'zag'               	'igzag'             
3960  	' we'               	'igh'               	' weigh'            
3961  	' again'            	'st'                	' against'          
3962  	' stick'            	'ers'               	' stickers'         
3963  	' rest'             	'aurant'            	' restaurant'       
3964  	' newsp'            	'aper'              	' newspaper'        
3965  	' bl'               	'ouse'              	' blouse'           
3966  	' vehic'            	'le'                	' vehicle'          
3967  	' swing'            	'ing'               	' swinging'         
3968  	' p'                	'ed'                	' ped'              
3969  	' dis'              	'ag'                	' disag'            
3970  	' n'                	'ature'             	' nature'           
3971  	' squirrel'         	's'                 	' squirrels'        
3972  	'iv'                	'al'                	'ival'              
3973  	' belong'           	's'                 	' belongs'          
3974  	' swam'             	'p'                 	' swamp'            
3975  	' butterf'          	'lies'              	' butterflies'      
3976  	' g'                	'ym'                	' gym'              
3977  	'd'                 	'el'                	'del'               
3978  	' inc'              	'lu'                	' inclu'            
3979  	' grow'             	'ing'               	' growing'          
3980  	' buck'             	'le'                	' buckle'           
3981  	'om'                	'ed'                	'omed'              
3982  	' stir'             	'red'               	' stirred'          
3983  	' must'             	'ache'              	' mustache'         
3984  	' bill'             	'board'             	' billboard'        
3985  	'x'                 	'y'                 	'xy'                
3986  	' be'               	'ep'                	' beep'             
3987  	't'                 	'e'                 	'te'                
3988  	' al'               	'arm'               	' alarm'            
3989  	' light'            	'ning'              	' lightning'        
3990  	' li'               	'p'                 	' lip'              
3991  	' fe'               	'st'                	' fest'             
3992  	' hun'              	'g'                 	' hung'             
3993  	'ut'                	'or'                	'utor'              
3994  	' dist'             	'ance'              	' distance'         
3995  	'og'                	'n'                 	'ogn'               
3996  	' c'                	'ards'              	' cards'            
3997  	' ob'               	'ser'               	' obser'            
3998  	' ag'               	'ree'               	' agree'            
3999  	'L'                 	'ittle'             	'Little'            
4000  	' ex'               	't'                 	' ext'              
4001  	' te'               	'ase'               	' tease'            
4002  	' rec'              	'ogn'               	' recogn'           
4003  	' rub'              	'ber'               	' rubber'           
4004  	'i'                 	'k'                 	'ik'                
4005  	' hat'              	'e'                 	' hate'             
4006  	'f'                 	'ast'               	'fast'              
4007  	'e'                 	'f'                 	'ef'                
4008  	'O'                 	'uch'               	'Ouch'              
4009  	' does'             	'n'                 	' doesn'            
4010  	' music'            	'ian'               	' musician'         
4011  	' ad'               	'vice'              	' advice'           
4012  	' bee'              	'f'                 	' beef'             
4013  	' ser'              	've'                	' serve'            
4014  	'asp'               	'oon'               	'aspoon'            
4015  	' sweet'            	'ie'                	' sweetie'          
4016  	' mo'               	'del'               	' model'            
4017  	'l'                 	'ter'               	'lter'              
4018  	' cri'              	'b'                 	' crib'             
4019  	' blue'             	'berries'           	' blueberries'      
4020  	' so'               	'fa'                	' sofa'             
4021  	' cir'              	'cles'              	' circles'          
4022  	' break'            	'fast'              	' breakfast'        
4023  	' t'                	'utor'              	' tutor'            
4024  	'as'                	'is'                	'asis'              
4025  	' books'            	'he'                	' bookshe'          
4026  	' gir'              	'affe'              	' giraffe'          
4027  	'st'                	'ri'                	'stri'              
4028  	' fest'             	'ival'              	' festival'         
4029  	' separ'            	'ate'               	' separate'         
4030  	' she'              	'lter'              	' shelter'          
4031  	' g'                	'as'                	' gas'              
4032  	' air'              	'port'              	' airport'          
4033  	' o'                	'live'              	' olive'            
4034  	' r'                	'ail'               	' rail'             
4035  	' bookshe'          	'lf'                	' bookshelf'        
4036  	' frog'             	's'                 	' frogs'            
4037  	' te'               	'aspoon'            	' teaspoon'         
4038  	' rever'            	'se'                	' reverse'          
4039  	' j'                	'unk'               	' junk'             
4040  	' rid'              	'ing'               	' riding'           
4041  	' ple'              	'ased'              	' pleased'          
4042  	' dra'              	'in'                	' drain'            
4043  	' Mr'               	's'                 	' Mrs'              
4044  	' wip'              	'e'                 	' wipe'             
4045  	' o'                	'asis'              	' oasis'            
4046  	' so'               	'il'                	' soil'             
4047  	' a'                	'head'              	' ahead'            
4048  	' resc'             	'ue'                	' rescue'           
4049  	' le'               	'aving'             	' leaving'          
4050  	'um'                	'mer'               	'ummer'             
4051  	' pain'             	'ter'               	' painter'          
4052  	' squee'            	'ze'                	' squeeze'          
4053  	' ch'               	'ance'              	' chance'           
4054  	' po'               	'ked'               	' poked'            
4055  	' kn'               	'ob'                	' knob'             
4056  	' T'                	'eddy'              	' Teddy'            
4057  	' pee'              	'ked'               	' peeked'           
4058  	' l'                	'umber'             	' lumber'           
4059  	' train'            	's'                 	' trains'           
4060  	' ext'              	'ra'                	' extra'            
4061  	' sl'               	'ipp'               	' slipp'            
4062  	' qu'               	'iz'                	' quiz'             
4063  	' re'               	'fused'             	' refused'          
4064  	're'                	's'                 	'res'               
4065  	'rm'                	'omet'              	'rmomet'            
4066  	' p'                	'age'               	' page'             
4067  	' ru'               	'les'               	' rules'            
4068  	' happen'           	's'                 	' happens'          
4069  	' sound'            	'ed'                	' sounded'          
4070  	' in'               	's'                 	' ins'              
4071  	' poin'             	't'                 	' point'            
4072  	' win'              	'ter'               	' winter'           
4073  	' danc'             	'er'                	' dancer'           
4074  	' Gra'              	'ndpa'              	' Grandpa'          
4075  	' bird'             	'c'                 	' birdc'            
4076  	' disapp'           	'ear'               	' disappear'        
4077  	'rmomet'            	'er'                	'rmometer'          
4078  	' Do'               	'lly'               	' Dolly'            
4079  	' we'               	'ather'             	' weather'          
4080  	' was'              	'te'                	' waste'            
4081  	' li'               	'c'                 	' lic'              
4082  	' birdc'            	'age'               	' birdcage'         
4083  	' the'              	'ater'              	' theater'          
4084  	' re'               	'ef'                	' reef'             
4085  	' carry'            	'ing'               	' carrying'         
4086  	'D'                 	'aisy'              	'Daisy'             
4087  	' inv'              	'ite'               	' invite'           
4088  	'if'                	'orm'               	'iform'             
4089  	' go'               	'al'                	' goal'             
4090  	' o'                	'stri'              	' ostri'            
4091  	' un'               	'iform'             	' uniform'          
4092  	' sw'               	'ung'               	' swung'            
4093  	' tr'               	'ade'               	' trade'            
4094  	' cl'               	'iff'               	' cliff'            
4095  	'i'                 	'ence'              	'ience'             
4096  	' law'              	'n'                 	' lawn'             
4097  	'ol'                	'a'                 	'ola'               
4098  	' lean'             	'ed'                	' leaned'           
4099  	' P'                	'andy'              	' Pandy'            
4100  	'ang'               	'u'                 	'angu'              
4101  	' acce'             	'pt'                	' accept'           
4102  	' adm'              	'ire'               	' admire'           
4103  	' for'              	't'                 	' fort'             
4104  	' accident'         	'ally'              	' accidentally'     
4105  	' past'             	'el'                	' pastel'           
4106  	'bb'                	'les'               	'bbles'             
4107  	' st'               	'om'                	' stom'             
4108  	' l'                	'angu'              	' langu'            
4109  	' tw'               	'ir'                	' twir'             
4110  	' s'                	'uff'               	' suff'             
4111  	' p'                	'anda'              	' panda'            
4112  	'r'                 	'iger'              	'riger'             
4113  	' b'                	'et'                	' bet'              
4114  	'riger'             	'ator'              	'rigerator'         
4115  	' pe'               	'ek'                	' peek'             
4116  	're'                	'nder'              	'render'            
4117  	' blin'             	'ked'               	' blinked'          
4118  	' star'             	'ts'                	' starts'           
4119  	'n'                 	'a'                 	'na'                
4120  	' ref'              	'rigerator'         	' refrigerator'     
4121  	' any'              	'where'             	' anywhere'         
4122  	'!"'                	'.'                 	'!".'               
4123  	' imag'             	'ined'              	' imagined'         
4124  	' dream'            	'ing'               	' dreaming'         
4125  	' rem'              	'ove'               	' remove'           
4126  	'n'                 	'ight'              	'night'             
4127  	' show'             	'er'                	' shower'           
4128  	' L'                	'ee'                	' Lee'              
4129  	' C'                	'o'                 	' Co'               
4130  	' class'            	'room'              	' classroom'        
4131  	' ce'               	'iling'             	' ceiling'          
4132  	' car'              	'ing'               	' caring'           
4133  	'i'                 	'um'                	'ium'               
4134  	' gra'              	'nd'                	' grand'            
4135  	' miss'             	'ing'               	' missing'          
4136  	'a'                 	'ked'               	'aked'              
4137  	' lic'              	'ense'              	' license'          
4138  	' st'               	'able'              	' stable'           
4139  	' the'              	'rmometer'          	' thermometer'      
4140  	' monkey'           	's'                 	' monkeys'          
4141  	'ast'               	'ic'                	'astic'             
4142  	' war'              	'ned'               	' warned'           
4143  	' s'                	'ummer'             	' summer'           
4144  	' W'                	'here'              	' Where'            
4145  	' ab'               	'ove'               	' above'            
4146  	' bri'              	'ck'                	' brick'            
4147  	'ec'                	'ted'               	'ected'             
4148  	' c'                	'udd'               	' cudd'             
4149  	' problem'          	's'                 	' problems'         
4150  	'am'                	'ber'               	'amber'             
4151  	' ch'               	'asing'             	' chasing'          
4152  	' lab'              	'el'                	' label'            
4153  	' ap'               	'ron'               	' apron'            
4154  	' s'                	'ent'               	' sent'             
4155  	'urn'               	'it'                	'urnit'             
4156  	'urnit'             	'ure'               	'urniture'          
4157  	' law'              	'y'                 	' lawy'             
4158  	' l'                	'id'                	' lid'              
4159  	'ugg'               	'age'               	'uggage'            
4160  	'm'                 	'ed'                	'med'               
4161  	' respect'          	'ful'               	' respectful'       
4162  	' f'                	'urniture'          	' furniture'        
4163  	' frown'            	'ed'                	' frowned'          
4164  	' zoom'             	'ed'                	' zoomed'           
4165  	' p'                	'ages'              	' pages'            
4166  	' pre'              	'vent'              	' prevent'          
4167  	' b'                	'ent'               	' bent'             
4168  	' l'                	'uggage'            	' luggage'          
4169  	' mistake'          	's'                 	' mistakes'         
4170  	' sun'              	'set'               	' sunset'           
4171  	' ostri'            	'ch'                	' ostrich'          
4172  	'is'                	'on'                	'ison'              
4173  	' suggest'          	'ed'                	' suggested'        
4174  	' window'           	's'                 	' windows'          
4175  	'ation'             	's'                 	'ations'            
4176  	' j'                	'ail'               	' jail'             
4177  	'l'                 	'ow'                	'low'               
4178  	' w'                	'ine'               	' wine'             
4179  	' ribb'             	'on'                	' ribbon'           
4180  	' old'              	'er'                	' older'            
4181  	' shout'            	's'                 	' shouts'           
4182  	' gra'              	'pe'                	' grape'            
4183  	' C'                	'l'                 	' Cl'               
4184  	' w'                	'igg'               	' wigg'             
4185  	'uc'                	'ture'              	'ucture'            
4186  	' str'              	'ucture'            	' structure'        
4187  	' spo'              	'il'                	' spoil'            
4188  	'e'                 	'or'                	'eor'               
4189  	' fix'              	'ing'               	' fixing'           
4190  	' ch'               	'amber'             	' chamber'          
4191  	' lion'             	's'                 	' lions'            
4192  	' del'              	'ay'                	' delay'            
4193  	' find'             	's'                 	' finds'            
4194  	' hand'             	'ed'                	' handed'           
4195  	' search'           	'ing'               	' searching'        
4196  	' un'               	'ite'               	' unite'            
4197  	'D'                 	'id'                	'Did'               
4198  	' f'                	'ought'             	' fought'           
4199  	' lawy'             	'er'                	' lawyer'           
4200  	' bright'           	'ly'                	' brightly'         
4201  	' pa'               	'ir'                	' pair'             
4202  	' meet'             	'ing'               	' meeting'          
4203  	' cho'              	'ice'               	' choice'           
4204  	' surpr'            	'ises'              	' surprises'        
4205  	' E'                	'llie'              	' Ellie'            
4206  	' ar'               	't'                 	' art'              
4207  	' U'                	'n'                 	' Un'               
4208  	'C'                 	'h'                 	'Ch'                
4209  	' fav'              	'our'               	' favour'           
4210  	'eter'              	'in'                	'eterin'            
4211  	'eterin'            	'arian'             	'eterinarian'       
4212  	'ad'                	'ium'               	'adium'             
4213  	' st'               	'adium'             	' stadium'          
4214  	' proud'            	'ly'                	' proudly'          
4215  	'ik'                	'i'                 	'iki'               
4216  	' v'                	'eterinarian'       	' veterinarian'     
4217  	'v'                 	'et'                	'vet'               
4218  	'ro'                	'd'                 	'rod'               
4219  	' chair'            	's'                 	' chairs'           
4220  	' sl'               	'ip'                	' slip'             
4221  	' S'                	'pe'                	' Spe'              
4222  	' sad'              	'ly'                	' sadly'            
4223  	' B'                	'ow'                	' Bow'              
4224  	' inc'              	're'                	' incre'            
4225  	' C'                	'arl'               	' Carl'             
4226  	' pudd'             	'les'               	' puddles'          
4227  	' b'                	'erry'              	' berry'            
4228  	' int'              	'rod'               	' introd'           
4229  	' ran'              	'ch'                	' ranch'            
4230  	've'                	'al'                	'veal'              
4231  	' B'                	'oun'               	' Boun'             
4232  	' arg'              	'ue'                	' argue'            
4233  	' '                 	'V'                 	' V'                
4234  	' adm'              	'ired'              	' admired'          
4235  	' c'                	'ur'                	' cur'              
4236  	' favour'           	'ite'               	' favourite'        
4237  	'You'               	'r'                 	'Your'              
4238  	' in'               	'f'                 	' inf'              
4239  	' excited'          	'ly'                	' excitedly'        
4240  	' r'                	'ac'                	' rac'              
4241  	' grab'             	's'                 	' grabs'            
4242  	'm'                 	'end'               	'mend'              
4243  	' ste'              	'am'                	' steam'            
4244  	'th'                	'ank'               	'thank'             
4245  	' hum'              	'an'                	' human'            
4246  	'eor'               	'ge'                	'eorge'             
4247  	's'                 	'ity'               	'sity'              
4248  	' He'               	'l'                 	' Hel'              
4249  	' pus'              	'hing'              	' pushing'          
4250  	' sa'               	'ving'              	' saving'           
4251  	' R'                	'ed'                	' Red'              
4252  	' re'               	'veal'              	' reveal'           
4253  	'om'                	'mend'              	'ommend'            
4254  	'all'               	'ey'                	'alley'             
4255  	' y'                	'ield'              	' yield'            
4256  	'ol'                	'og'                	'olog'              
4257  	' m'                	'all'               	' mall'             
4258  	' remind'           	'ed'                	' reminded'         
4259  	' rec'              	'ommend'            	' recommend'        
4260  	' le'               	'ak'                	' leak'             
4261  	' sur'              	'render'            	' surrender'        
4262  	' har'              	'b'                 	' harb'             
4263  	' app'              	'l'                 	' appl'             
4264  	'cu'                	'ss'                	'cuss'              
4265  	'a'                 	'ul'                	'aul'               
4266  	' we'               	'ap'                	' weap'             
4267  	' reg'              	'ret'               	' regret'           
4268  	' put'              	'ting'              	' putting'          
4269  	' v'                	'alley'             	' valley'           
4270  	' miner'            	'al'                	' mineral'          
4271  	' even'             	'ing'               	' evening'          
4272  	'el'                	'come'              	'elcome'            
4273  	' mat'              	'ches'              	' matches'          
4274  	' forg'             	'ave'               	' forgave'          
4275  	' snee'             	'zed'               	' sneezed'          
4276  	' pu'               	'p'                 	' pup'              
4277  	' a'                	'w'                 	' aw'               
4278  	' r'                	'ushed'             	' rushed'           
4279  	'ec'                	'ause'              	'ecause'            
4280  	' sp'               	'ade'               	' spade'            
4281  	' ap'               	'olog'              	' apolog'           
4282  	' pl'               	'ates'              	' plates'           
4283  	' dis'              	'cuss'              	' discuss'          
4284  	' prep'             	'are'               	' prepare'          
4285  	' harb'             	'or'                	' harbor'           
4286  	' ign'              	'ore'               	' ignore'           
4287  	' B'                	'ig'                	' Big'              
4288  	' count'            	'ry'                	' country'          
4289  	' langu'            	'age'               	' language'         
4290  	' Bu'               	'zzy'               	' Buzzy'            
4291  	' pull'             	's'                 	' pulls'            
4292  	' pl'               	'astic'             	' plastic'          
4293  	' supp'             	'ly'                	' supply'           
4294  	' flo'              	'at'                	' float'            
4295  	' sniff'            	'ed'                	' sniffed'          
4296  	' J'                	'azz'               	' Jazz'             
4297  	' repl'             	'ace'               	' replace'          
4298  	' me'               	'as'                	' meas'             
4299  	' sho'              	'vel'               	' shovel'           
4300  	' B'                	'ill'               	' Bill'             
4301  	' ra'               	'ise'               	' raise'            
4302  	' N'                	'ext'               	' Next'             
4303  	' f'                	're'                	' fre'              
4304  	' car'              	'ed'                	' cared'            
4305  	' so'               	'cks'               	' socks'            
4306  	' stri'             	'p'                 	' strip'            
4307  	' door'             	's'                 	' doors'            
4308  	' myster'           	'y'                 	' mystery'          
4309  	' li'               	'ves'               	' lives'            
4310  	' rest'             	'ore'               	' restore'          
4311  	' stick'            	'er'                	' sticker'          
4312  	' s'                	'udden'             	' sudden'           
4313  	'ar'                	'i'                 	'ari'               
4314  	' kind'             	's'                 	' kinds'            
4315  	' slipp'            	'ery'               	' slippery'         
4316  	'er'                	'o'                 	'ero'               
4317  	' O'                	'w'                 	' Ow'               
4318  	' play'             	'er'                	' player'           
4319  	' pan'              	'ic'                	' panic'            
4320  	'ric'               	'ane'               	'ricane'            
4321  	' hop'              	'ing'               	' hoping'           
4322  	'id'                	'ay'                	'iday'              
4323  	' sh'               	'one'               	' shone'            
4324  	'le'                	'x'                 	'lex'               
4325  	'her'               	'o'                 	'hero'              
4326  	' be'               	'g'                 	' beg'              
4327  	' M'                	'ike'               	' Mike'             
4328  	' B'                	'inky'              	' Binky'            
4329  	' super'            	'hero'              	' superhero'        
4330  	' delight'          	'ed'                	' delighted'        
4331  	' g'                	'ro'                	' gro'              
4332  	'Y'                 	'ay'                	'Yay'               
4333  	'au'                	'd'                 	'aud'               
4334  	'ch'                	'an'                	'chan'              
4335  	' chick'            	'ens'               	' chickens'         
4336  	' should'           	'er'                	' shoulder'         
4337  	' rain'             	'ed'                	' rained'           
4338  	' colour'           	'ful'               	' colourful'        
4339  	' bre'              	'at'                	' breat'            
4340  	' Al'               	'ice'               	' Alice'            
4341  	' cla'              	'w'                 	' claw'             
4342  	' Bu'               	'bbles'             	' Bubbles'          
4343  	'Y'                 	'uck'               	'Yuck'              
4344  	' soft'             	'ly'                	' softly'           
4345  	'r'                 	'ise'               	'rise'              
4346  	' p'                	'ort'               	' port'             
4347  	'Gra'               	'ndma'              	'Grandma'           
4348  	' ho'               	'l'                 	' hol'              
4349  	'ic'                	'er'                	'icer'              
4350  	' hol'              	'iday'              	' holiday'          
4351  	' '                 	'�'                 	' �'                
4352  	' bark'             	's'                 	' barks'            
4353  	'as'                	'on'                	'ason'              
4354  	' throw'            	'ing'               	' throwing'         
4355  	' plan'             	'es'                	' planes'           
4356  	'M'                 	'ary'               	'Mary'              
4357  	' be'               	'nd'                	' bend'             
4358  	' Fred'             	'dy'                	' Freddy'           
4359  	' shake'            	's'                 	' shakes'           
4360  	' inf'              	'ant'               	' infant'           
4361  	' end'              	'ed'                	' ended'            
4362  	' shiver'           	'ing'               	' shivering'        
4363  	' kne'              	'el'                	' kneel'            
4364  	' sun'              	'rise'              	' sunrise'          
4365  	' pus'              	'hes'               	' pushes'           
4366  	' O'                	'live'              	' Olive'            
4367  	' thank'            	's'                 	' thanks'           
4368  	' fre'              	'sh'                	' fresh'            
4369  	' suff'             	'er'                	' suffer'           
4370  	' poin'             	'ts'                	' points'           
4371  	'im'                	'ed'                	'imed'              
4372  	'w'                 	'ards'              	'wards'             
4373  	' P'                	'at'                	' Pat'              
4374  	' t'                	'ip'                	' tip'              
4375  	' Spe'              	'edy'               	' Speedy'           
4376  	' free'             	'ze'                	' freeze'           
4377  	' keep'             	'ing'               	' keeping'          
4378  	' W'                	'ould'              	' Would'            
4379  	' gigg'             	'le'                	' giggle'           
4380  	' co'               	'pper'              	' copper'           
4381  	' smell'            	's'                 	' smells'           
4382  	' de'               	'ar'                	' dear'             
4383  	' ent'              	'er'                	' enter'            
4384  	' prov'             	'ide'               	' provide'          
4385  	'c'                 	'ast'               	'cast'              
4386  	'chan'              	'ic'                	'chanic'            
4387  	' dis'              	'hes'               	' dishes'           
4388  	' E'                	'nd'                	' End'              
4389  	'co'                	'nd'                	'cond'              
4390  	' un'               	'h'                 	' unh'              
4391  	'N'                 	'ext'               	'Next'              
4392  	' appl'             	'aud'               	' applaud'          
4393  	' head'             	's'                 	' heads'            
4394  	' hur'              	'ricane'            	' hurricane'        
4395  	' cher'             	'ry'                	' cherry'           
4396  	' th'               	'umb'               	' thumb'            
4397  	' men'              	'u'                 	' menu'             
4398  	' me'               	'owed'              	' meowed'           
4399  	' m'                	'ass'               	' mass'             
4400  	' se'               	'cond'              	' second'           
4401  	' bright'           	'er'                	' brighter'         
4402  	'in'                	'ce'                	'ince'              
4403  	' sand'             	'cast'              	' sandcast'         
4404  	' me'               	'chanic'            	' mechanic'         
4405  	' w'                	're'                	' wre'              
4406  	' spray'            	'ed'                	' sprayed'          
4407  	' let'              	'ting'              	' letting'          
4408  	' e'                	'vent'              	' event'            
4409  	' weap'             	'on'                	' weapon'           
4410  	' laug'             	'ht'                	' laught'           
4411  	' '                 	'x'                 	' x'                
4412  	' laught'           	'er'                	' laughter'         
4413  	' cla'              	'pping'             	' clapping'         
4414  	' feel'             	'ings'              	' feelings'         
4415  	'W'                 	'ill'               	'Will'              
4416  	'ick'               	'y'                 	'icky'              
